sequence,hash,date,type,release,capabilities,subject_capabilities,references,files,insertions,deletions,subject
1370,7c6da993602c2e07b916ddac58caab436898aff2,2026-08-08T00:28:39Z,release,yes,tasks;jira;settings;providers;deploy_release;testing_quality,deploy_release,,7,297,191,release: 2026.8.8
1371,c1caf017756494b3a10381f1af44d54b2976355f,2026-08-08T00:55:16Z,release,yes,tasks;jira;settings;providers;deploy_release;testing_quality,deploy_release,,7,423,3,release: 2026.8.8.2
1372,8a48528ce2958f0cbdccf0a02cb64b2deb353e9a,2026-08-08T02:17:16Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,6,391,2,release: 2026.8.8.3
1373,108826a1966f8422eff8e5ed684a2095c7803de6,2026-08-08T02:44:38Z,release,yes,tasks;jira;settings;deploy_release;ui_ux;testing_quality,deploy_release,,7,379,10,release: 2026.8.8.4
1374,d32f5e16b8361e609e5872855013b46779ca9337,2026-08-08T02:55:28Z,release,yes,tasks;jira;settings;deploy_release;ui_ux;testing_quality,deploy_release,,8,263,29,release: 2026.8.8.5
1375,7fd3b6570ae4d2b40cd47b03e4876cd7a25ffaab,2026-08-08T03:14:00Z,release,yes,tasks;jira;resources;settings;deploy_release;testing_quality,deploy_release,,10,188,4,release: 2026.8.8.6
1376,e5dfa0f08c27ce965b14a99427562fb75908389d,2026-08-08T16:43:55Z,release,yes,tasks;jira;resources;settings;providers;deploy_release;ui_ux;testing_quality,deploy_release,,16,265,165,release: 2026.8.8.7
1377,2752e7f3c643e780efc20117835c69bf86b79598,2026-08-08T17:47:42Z,test,no,terminal;jira;ui_ux;testing_quality,terminal;jira;testing_quality,,1,13,0,test(jira): require the saved-mappings panel to actually render
1378,5a121a324323843c3eeebe384158e98037b67dc7,2026-08-08T18:47:47Z,release,yes,tasks;jira;settings;deploy_release;ui_ux;testing_quality,deploy_release,,7,402,67,release: 2026.8.8.8
1379,392c2bda0bb02e0533d47a00e6f4fda40761fbea,2026-08-08T19:23:19Z,release,yes,tasks;jira;recovery;resources;settings;providers;deploy_release;testing_quality,deploy_release,,12,283,91,release: 2026.8.8.9
1380,2ceb18996b5cfab67fcaaf68f946855e37ff1c62,2026-08-08T19:45:02Z,release,yes,tasks;jira;providers;deploy_release;ui_ux;testing_quality,deploy_release,,14,845,5,release: 2026.8.8.10
1381,356d1f0a83004c7dac0abc529541200b65a1de9f,2026-08-08T20:01:08Z,release,yes,jira;security_auth;providers;deploy_release;testing_quality,deploy_release,,7,210,11,release: 2026.8.8.11
1382,1fcfa9e9891bba87902aec21de1ebbc0ee4a8dcf,2026-08-08T20:17:09Z,release,yes,tasks;jira;mobile_pwa;providers;deploy_release;ui_ux;testing_quality,deploy_release,,8,249,19,release: 2026.8.8.12
1383,d7d80b0ac0ffe25e54db45c7568fa7ea80e5628e,2026-08-08T20:37:48Z,release,yes,terminal;jira;mobile_pwa;settings;deploy_release;ui_ux;testing_quality,deploy_release,,9,235,4,release: 2026.8.8.13
1384,c945805f56e3fb3ead92a3db6fb00fd1261d237f,2026-08-08T20:52:25Z,release,yes,terminal;tasks;jira;settings;deploy_release;testing_quality,deploy_release,,9,223,2,release: 2026.8.8.14
1385,cd6fefd85e34d65e5273394d87e54ecd771c6728,2026-08-08T22:49:04Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,,7,480,2,release: 2026.8.8.15
1386,7978f7b9d8c5393f119a68bbe0e1212e5ee7d59e,2026-08-08T23:40:54Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,,6,163,4,release: 2026.8.8.16
1387,34b4422b5e3719a9f05b1b4953c8fe52b5e608d3,2026-08-08T23:52:45Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,5,111,5,release: 2026.8.8.17
1388,09c0ffe670f27ad5e09a7aaf833692e49c73eb78,2026-08-09T00:12:54Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,,8,558,30,release: 2026.8.9
1389,8dbe7788a4ec35f56d83fd0a428ddd079f95ac7e,2026-08-09T01:06:23Z,release,yes,tasks;jira;providers;deploy_release;testing_quality,deploy_release,,7,110,8,release: 2026.8.9.1
1390,6045c4a2b41ebe00ecd29160769684e676d9b3c1,2026-08-09T01:06:52Z,docs,no,deploy_release,deploy_release,,0,0,0,docs: correct the version in the previous commit subject
1391,a61e954903b3f6eef0b2a2e64862b319bec81edc,2026-08-09T03:08:15Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,#1339,9,520,2,release: 2026.8.9.3
1392,93166d749d812bd2bbfb199c15d7802c4caf8a29,2026-08-09T03:57:06Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,5,36,5,release: 2026.8.9.4
1393,13ab34a96d9476d4dfb5044465cfe7108b7cbd2c,2026-08-09T04:20:27Z,release,yes,jira;resources;settings;providers;deploy_release;testing_quality,deploy_release,#1342,11,249,3,release: 2026.8.9.5
1394,fbb63639409f51e35e28f0b31cd56e91cf23e063,2026-08-09T04:26:45Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,#1340,6,307,2,release: 2026.8.9.6
1395,5d643ebbe2f39d5aa87e17208c653c607b0da0f8,2026-08-09T04:34:06Z,release,yes,jira;resources;settings;providers;deploy_release;testing_quality,deploy_release,#1341,11,333,3,release: 2026.8.9.7
1396,241344fadd8db365a7968c2a1258f031c7a45aa1,2026-08-09T12:55:18Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,5,98,8,release: 2026.8.9.8
1397,f97e3f8231a10e0977e893e6c9bf0e7f51a579f6,2026-08-09T13:04:17Z,release,yes,jira;recovery;deploy_release;testing_quality,deploy_release,,5,221,8,release: 2026.8.9.9
1398,cef84c9e3377d6edea05f4b1fcf9aa5aab88def5,2026-08-09T14:15:35Z,release,yes,jira;deploy_release;testing_quality,deploy_release,#1350,8,302,13,release: 2026.8.9.10
1399,3b2a1bc852e88dbdbfd371852e87bcd89f9266ca,2026-08-09T14:22:25Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,5,251,2,release: 2026.8.9.11
1400,6e3023f42cbda43a26d9f5af0aef44537576b80f,2026-08-09T15:16:43Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,7,184,5,release: 2026.8.9.12
1401,daeb24a030cf85cecccabd18868237f517f7dfe5,2026-08-09T15:36:27Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,,6,258,3,release: 2026.8.9.13
1402,6d6031b7701494ce8166e0b8042ade4b89846431,2026-08-09T15:49:52Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,5,61,3,release: 2026.8.9.14
1403,8ef6d1fc5ac2255ffdba5574a104cedc22e48449,2026-08-09T15:59:38Z,release,yes,workers;jira;deploy_release;testing_quality,deploy_release,,5,107,2,release: 2026.8.9.15
1404,21effab273fef907cbe4461e390fd43723ad1e4b,2026-08-09T16:48:04Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,6,246,12,release: 2026.8.9.16
1405,173dc26f9126a3ab3c1490c160e15cd49a115fd5,2026-08-09T17:17:20Z,release,yes,jira;resources;deploy_release;testing_quality,deploy_release,,5,95,12,release: 2026.8.9.17
1406,60d37786fdd5b5ac5e72f461317183f9c850a2eb,2026-08-09T17:51:58Z,release,yes,jira;deploy_release;testing_quality,deploy_release,,5,154,15,release: 2026.8.9.18
1407,1a281b2359650edce205835ffac9d397fc059bee,2026-08-09T19:38:18Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,#1353,8,291,4,release: 2026.8.9.19
1408,fcbe1675bfc6b16d1000e318f6acace4e094ab52,2026-08-09T20:18:38Z,release,yes,terminal;deploy_release;ui_ux;testing_quality,deploy_release,,6,48,10,release: 2026.8.9.20
1409,e1c0f0442b070e9725ddc3681f60e5ea4a54b172,2026-08-09T20:46:20Z,release,yes,worker_state;workers;recovery;deploy_release;ui_ux;testing_quality,deploy_release,,11,336,32,release: 2026.8.9.21
1410,e3c5279a652ea0667b3d0f595decb1fec08fb5a1,2026-08-09T21:12:27Z,release,yes,drones;worker_state;recovery;deploy_release;testing_quality,deploy_release,#1357,5,144,2,release: 2026.8.9.22
1411,1d32444c933a2ba625b4fd1976b6d8a460e5eb2e,2026-08-09T21:33:46Z,release,yes,drones;workers;deploy_release;ui_ux;testing_quality,deploy_release,,7,171,7,release: 2026.8.9.23
1412,700255f86857a9ea3de52b7dbfa43b0d681bb70d,2026-08-09T21:47:31Z,release,yes,queen;drones;worker_state;workers;providers;deploy_release;ui_ux;testing_quality,deploy_release,,16,509,40,release: 2026.8.9.24
1413,bdd655bafd5e6a8e45f9fe10a121976440d6cb0c,2026-08-09T21:56:40Z,release,yes,worker_state;workers;deploy_release;ui_ux;testing_quality,deploy_release,,8,170,5,release: 2026.8.9.25
1414,c4b55d2c8778a48567258a5a19096c8bff58e174,2026-08-09T22:33:24Z,release,yes,workers;mobile_pwa;settings;deploy_release;testing_quality,deploy_release,,7,139,37,release: 2026.8.9.26
1415,c0713b0b79ca04591f5d4ddd7f238ea2d45871c6,2026-08-09T22:48:27Z,release,yes,workers;mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,,8,494,42,release: 2026.8.9.27
1416,8299a95d02fe8d800b7215295ac1eb72de699c8b,2026-08-09T23:43:30Z,release,yes,workers;deploy_release;ui_ux;testing_quality,deploy_release,,7,347,4,release: 2026.8.9.28
1417,84645921b86409df32999e3e46dfe3f3cceb7d83,2026-08-10T00:05:01Z,release,yes,workers;deploy_release;ui_ux;testing_quality,deploy_release,,6,93,3,release: 2026.8.9.29
1418,c1e16ac9fafa9f9c10d54cfd77351dbc834b187c,2026-08-10T00:05:26Z,docs,no,deploy_release,,,1,6,0,"docs(changelog): record that 8464592 shipped 2026.8.10, not 2026.8.9.29"
1419,5bbb2a69204480be578a479837a5fd4ce105b0f4,2026-08-10T00:22:29Z,release,yes,terminal;workers;deploy_release;ui_ux;testing_quality,deploy_release,,5,121,10,release: 2026.8.10.2
1420,74afa35e70e7ce45ac155ef82fe3c10a9134ef18,2026-08-10T00:35:27Z,release,yes,terminal;workers;recovery;deploy_release;ui_ux;testing_quality,deploy_release,,5,140,4,release: 2026.8.10.3
1421,67e9bb14462588c78f2bdc7764d9421c1d65bbd7,2026-08-10T00:49:26Z,release,yes,recovery;deploy_release;ui_ux;testing_quality,deploy_release,,7,309,3,release: 2026.8.10.4
1422,22d1baa5eb7cbb67cb844a57347c10ed9632a648,2026-08-10T00:53:33Z,release,yes,terminal;recovery;deploy_release;ui_ux;testing_quality,deploy_release,,7,82,14,release: 2026.8.10.5
1423,3988a0f9128e3130c5605f42e4f84aa07bb970b7,2026-08-10T01:07:45Z,release,yes,terminal;resources;deploy_release;ui_ux;testing_quality,deploy_release,,8,192,5,release: 2026.8.10.6
1424,796ec5581fc3eab37f4478b9e5823ecce9698817,2026-08-10T01:14:38Z,release,yes,terminal;deploy_release;ui_ux;testing_quality,deploy_release,,6,59,19,release: 2026.8.10.7
1425,8ab1fbab985eabf2a38197a68d991e47c8a0c487,2026-08-10T01:29:57Z,release,yes,workers;mobile_pwa;resources;deploy_release;testing_quality,deploy_release,,5,110,2,release: 2026.8.10.8
1426,832df47cd84cd76b740de08f077a0ef8e7646fa7,2026-08-10T01:39:11Z,release,yes,mobile_pwa;resources;deploy_release;testing_quality,deploy_release,,5,43,3,release: 2026.8.10.9
1427,be44b4d203a059e8afb2b80932f88340d6b83510,2026-08-10T01:44:04Z,release,yes,workers;mobile_pwa;resources;deploy_release;testing_quality,deploy_release,,5,78,226,release: 2026.8.10.10
1428,1f2ea403337de0103878bd0cbb97a7d952bd3b01,2026-08-10T01:49:03Z,release,yes,deploy_release;ui_ux,deploy_release,,5,29,4,release: 2026.8.10.11
1429,cd336be1c642ad3fb57657fb5c957c2c7703fc6a,2026-08-10T01:58:55Z,release,yes,deploy_release;ui_ux;testing_quality,deploy_release,,5,116,8,release: 2026.8.10.12
1430,1e04fab243f46d915bd9b8d076c9058553593d04,2026-08-10T02:14:35Z,release,yes,workers;mobile_pwa;resources;providers;deploy_release;testing_quality,deploy_release,#11,5,45,6,release: 2026.8.10.13
1431,c17cc46e502174102999cead08e2baedcf9ecadb,2026-08-10T02:19:27Z,fix,no,workers;deploy_release;ui_ux;testing_quality,testing_quality,#11,2,16,2,fix(tests): browser tests skip when playwright's binary is absent
1432,1455bf19a4a41791daaecce50177cf3490730485,2026-08-10T15:06:45Z,release,yes,tasks;jira;deploy_release;ui_ux;testing_quality,deploy_release,,9,160,4,release: 2026.8.10.14
1433,64eb26952bd070ef67ddb936e817d24d181473a4,2026-08-10T15:12:03Z,release,yes,mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,,5,55,3,release: 2026.8.10.15
1434,9df1f986c1b1b7725914b106333513eb6eed2054,2026-08-10T17:14:37Z,release,yes,settings;deploy_release;ui_ux;testing_quality,deploy_release,,5,30,8,release: 2026.8.10.16
1435,382953fbaaf5ea6ff381b3ded28d8e8b0151b77b,2026-08-10T17:29:05Z,release,yes,tasks;queen;jira;providers;deploy_release;testing_quality,deploy_release,#1354,6,170,2,release: 2026.8.10.17
1436,3f9007aea5216cd3325dfbee30193914558c30dc,2026-08-10T18:28:42Z,docs,no,jira;providers,,,3,59,2,docs: record what this session cost hours to learn
1437,032b5fd444e712bf7a7079728b1fe661e385bedd,2026-08-10T20:00:02Z,release,yes,queen;deploy_release;ui_ux;testing_quality,deploy_release,,6,108,3,release: 2026.8.10.18
1438,61c7ab01a128e767cb3e4c3eedf879e5f5cedfbc,2026-08-10T20:25:19Z,release,yes,jira;security_auth;settings;deploy_release;testing_quality,deploy_release,,7,125,10,release: 2026.8.10.19
1439,b5c66322021e169c4c26b774fb1d3481ff6c92f8,2026-08-10T21:21:18Z,docs,no,workers;jira;mobile_pwa;settings;providers;deploy_release;testing_quality,deploy_release,,21,1508,140,"docs: audit pass — correct what drifted, backfill the changelog, gate the release"
1440,6eabb7ffd540706bc1f7bc3c314df9fa13133d91,2026-08-10T22:15:38Z,release,yes,terminal;queen;worker_state;workers;providers;deploy_release;testing_quality,deploy_release,,5,114,2,release: 2026.8.10.20
1441,36ac80e0b328d3d90b1bbb956b17d8f69aba0e33,2026-08-11T00:52:55Z,release,yes,drones;deploy_release;testing_quality,deploy_release,,5,174,2,release: 2026.8.11
1442,cde8d30fc340ba77672eade6f48c1956672348f9,2026-08-11T01:09:13Z,release,yes,drones;deploy_release,deploy_release,,4,22,3,release: 2026.8.11.2
1443,fe4e1eb4c944050d9c037ebf55f1aba6d175dc0a,2026-08-11T16:45:37Z,fix,no,terminal;tasks;queen;drones;workers;messaging;providers;testing_quality,terminal,#1451,19,505,25,fix(pty): automated writes can no longer answer an open prompt (#1451)
1444,97148fb5cada1076f50a585a009bf24c39354bfb,2026-08-11T20:40:42Z,fix,no,tasks;queen;providers;testing_quality,tasks;queen,#1486,2,179,9,fix(queen): stop claiming a dispatch that cannot happen (#1486)
1445,7887087a6a6a5b9e89fc0897f5bc5e34dfdf42b7,2026-08-11T20:54:05Z,feat,no,terminal;tasks;workers;providers;ui_ux;testing_quality,tasks;workers;ui_ux,#1496;#1486,7,243,5,"feat(dashboard): worker tiles show which task, and whether it is started (#1496)"
1446,f2a4acd266cbadb4b2a457f4c7276a532ed21021,2026-08-11T20:55:37Z,fix,no,tasks;jira;providers;testing_quality,testing_quality,#1445,5,68,4,fix(types): clear the 19 mypy errors CI was red on (#1445)
1447,2167b201b7002db90bae531066aee3dfbd81889e,2026-08-11T21:09:37Z,fix,no,terminal;tasks;worker_state;workers;ui_ux;testing_quality,terminal;tasks;worker_state;workers;ui_ux,#1496,2,18,8,fix(dashboard): an idle worker tile renders no task row at all (#1496)
1448,0625a092e90506bc89f579a9c8d2717804afda82,2026-08-11T21:43:39Z,release,yes,tasks;workers;deploy_release;ui_ux;testing_quality,deploy_release,,7,176,18,release: 2026.8.11.3
1449,4deb48b8dd190c65a526496675568572a5f023e0,2026-08-11T22:33:45Z,release,yes,tasks;workers;messaging;deploy_release;testing_quality,deploy_release,,13,546,83,release: 2026.8.11.4
1450,3c3f581c5b4512c50032490e6b38a2801dd8e1b4,2026-08-12T15:11:58Z,fix,no,queen;worker_state;workers;providers;testing_quality,queen;worker_state;workers;providers,#1432,4,113,16,fix(mcp): queen_view_worker_state not-found path carries structuredContent (#1432)
1451,814876caa884bb6e02e896aab74dd9c13d761c37,2026-08-12T15:35:30Z,fix,no,drones;testing_quality,drones,#1526,2,37,1,fix(drones): SQL writes that are not deletions now always escalate (#1526)
1452,d29c3c63496228810522576720e4c3d441749d46,2026-08-12T15:58:10Z,fix,no,tasks;drones;testing_quality,tasks,#1536,4,240,0,fix(goals): clear an armed native /goal when its task stops being active (#1536)
1453,52eea9f569e32cdcde926233b1fa2ebf9b48eec0,2026-08-12T17:11:05Z,fix,no,tasks;queen;drones;providers;testing_quality,tasks;queen,#1527;#1486,11,508,19,"fix(queen): stop claiming a dispatch happened, and sweep the stranded row (#1527)"
1454,bb0d933d402a328ac4da0292faea935e14f934aa,2026-08-12T17:29:44Z,fix,no,tasks;drones;messaging;testing_quality,,#1524,4,280,4,fix(goals): make GOAL_SET say which condition was seeded (#1524)
1455,038adce4bbc69a7ce50ddbe9e8cb9a00eec8fe9f,2026-08-12T18:46:51Z,fix,no,queen;messaging;providers;testing_quality,providers,#1535;#1432,6,317,13,fix(mcp): zero-result exits carry structuredContent like their populated path (#1535)
1456,1630aabe356e3fa578e00da259771f4495b4c421,2026-08-12T22:03:03Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,,8,399,19,release: 2026.8.12
1457,ee54b7fc8048647dc2b7b0f04147874aafa47ca0,2026-08-12T22:27:36Z,feat,no,queen;messaging;providers;testing_quality,queen;messaging,,8,331,51,feat(messaging)!: broadcast is Queen-only
1458,3d477fc9f75dd7db0c4eb678ee6df176a997e606,2026-08-13T01:43:29Z,release,yes,worker_state;workers;deploy_release;testing_quality,deploy_release,,11,211,5,release: 2026.8.13
1459,303946293ddc31000d950c4251267fa0a32e8bfc,2026-08-13T01:54:14Z,fix,no,drones;worker_state;workers;settings;testing_quality,drones;worker_state;settings,#1415,4,114,15,fix(config): drones.sleeping_threshold now actually controls RESTING → SLEEPING (#1415)
1460,f649ecb8a45715bc0680d5945df5495053958245,2026-08-13T12:21:23Z,fix,no,tasks;workers;providers;testing_quality,tasks;workers;providers,#1543,3,190,1,fix(mcp): refuse a task routed to a worker that does not exist (#1543)
1461,567e8de71cdfb56468204293564cac78d3f0d4db,2026-08-13T12:54:04Z,fix,no,tasks;workers;providers;testing_quality,tasks;providers,#1543,2,92,1,fix(mcp): swarm_create_task now applies the priority it was given (#1543)
1462,ab9039419d64f448c661851b8ea6a1989ac52dc0,2026-08-13T14:09:55Z,fix,no,tasks;providers;testing_quality,providers,#1543,2,208,0,fix(mcp): an argument a tool does not declare no longer returns success (#1543)
1463,0d52bc3ce1af3d07f87da47f12940726cfd7188a,2026-08-13T17:09:16Z,fix,no,tasks;queen;drones;workers;email;providers;testing_quality,,#1544,12,131,18,fix(logging): 17 invisible log truncations now declare the cut (#1544)
1464,518448cc639aeebb16542b0adbb4b0bd01e4108b,2026-08-13T18:08:18Z,fix,no,drones;workers;testing_quality,drones,#1570,2,266,0,"fix(drones): handoff generator gets an age cut-off, an answered-check and a sweep ceiling (#1570)"
1465,37afbf8ab7d29dcff530da6ba6f595971c772a11,2026-08-13T18:39:47Z,fix,no,drones;worker_state;resources;settings;providers;testing_quality,,INV-2;#1571,10,360,28,fix(invariants): a pause is not absence — INV-2 gets its own threshold (#1571)
1466,42a0b0228974aeb74afc389ed272500720402b82,2026-08-13T19:05:21Z,fix,no,queen;workers;messaging;providers;testing_quality,workers;messaging,,2,59,2,fix(messages): stop pointing workers at the broadcast they are refused
1467,82626018fc1d40ed1a7fe115eea561553eb431f5,2026-08-13T19:54:20Z,fix,no,tasks;testing_quality,testing_quality,#1510,4,285,11,"fix(coordination): check_ownership could not fire, and its tests forged the state (#1510)"
1468,caa69f25bd715722819d529e84458ac1e49d2239,2026-08-13T20:02:00Z,fix,no,settings;testing_quality,settings,#1576,2,108,0,"fix(config): stop warning ""typo?"" about a key the serializer itself writes (#1576)"
1469,491ab436a4686ee73780b780378a240173169253,2026-08-13T20:16:15Z,feat,no,tasks;providers;testing_quality,tasks,#1578;#1538,7,376,24,feat(tasks): a closed task's misleading title gets a correction path (#1578)
1470,eb6da5e20489ac6548c640615fd233390dda2d1b,2026-08-13T20:27:48Z,fix,no,tasks;testing_quality,,#1580;#1510,2,338,14,"fix(coordination): overlaps resolve semantically, and dedupe stops a live one being evicted (#1580)"
1471,19730e44dbe374c408fa3badad39e620ff91383b,2026-08-13T23:24:57Z,fix,no,drones;testing_quality,drones,#1526,2,69,1,"fix(drones): granting privileges is worse than mutating rows, and it still auto-approved (#1526)"
1472,93284b4107925be4dc141bf62d100d9056588635,2026-08-13T23:30:11Z,fix,no,tasks;deploy_release;testing_quality,deploy_release,#1578,2,71,1,fix(db): bump CURRENT_VERSION to 21 — the migration I shipped could never run (#1578)
1473,ff54f054d9a8d832b5b644e216c521f1c0e5b14c,2026-08-13T23:46:19Z,fix,no,testing_quality,,#1588;#1528,2,137,3,fix(hooks): emit both PreToolUse schema forms so a deprecation cannot silently disarm approvals (#1588)
